Date,ET,PCP,SR,VP,AT,RH,DPT,WD,ST,WS
2021-08-20 13:00:00,0.02,0.0,1486,16.2,82.4,43.0,57.5,338,79.4,2.01168
2021-08-20 14:00:00,0.02,0.0,1404,16.4,83.8,41.0,57.9,326,81.1,2.861056
2021-08-20 15:00:00,0.02,0.0,1144,16.4,82.2,44.0,58.0,304,82.6,3.57632
2021-08-20 16:00:00,0.02,0.0,932,15.8,82.3,42.0,56.8,309,83.7,3.442208
2021-08-20 17:00:00,0.01,0.0,608,14.8,82.6,39.0,55.0,318,84.3,2.90576
2021-08-20 18:00:00,0.01,0.0,281,14.1,80.0,40.0,53.8,306,84.5,2.45872
2021-08-20 19:00:00,0.0,0.0,63,13.9,73.7,49.0,53.3,295,84.5,3.79984
2021-08-20 20:00:00,0.0,0.0,0,14.8,69.3,60.0,55.0,286,84.2,2.548128
2021-08-20 21:00:00,0.0,0.0,0,14.5,66.2,66.0,54.5,42,83.5,1.385824
2021-08-20 22:00:00,0.0,0.0,0,15.0,63.3,75.0,55.4,339,82.6,1.654048
2021-08-20 23:00:00,0.0,0.0,1,17.9,61.8,95.0,60.3,319,81.7,2.190496
2021-08-21 01:00:00,0.0,0.0,0,17.2,59.5,99.0,59.3,20,79.8,1.430528
2021-08-21 02:00:00,0.0,0.0,0,16.9,59.0,99.0,58.8,24,78.9,1.385824
2021-08-21 03:00:00,0.0,0.0,0,16.0,57.5,99.0,57.3,24,78.1,1.251712
2021-08-21 04:00:00,0.0,0.0,0,15.7,56.9,99.0,56.7,11,77.3,1.296416
2021-08-21 05:00:00,0.0,0.0,0,15.0,55.6,99.0,55.3,245,76.6,1.207008
2021-08-21 06:00:00,0.0,0.0,20,14.9,55.5,99.0,55.3,247,75.9,1.430528
2021-08-21 07:00:00,0.0,0.0,198,16.9,58.9,99.0,58.7,6,75.2,1.430528
2021-08-21 08:00:00,0.0,0.0,462,19.1,64.4,93.0,62.2,269,74.8,2.2352
2021-08-21 09:00:00,0.01,0.0,960,18.5,67.0,82.0,61.3,251,74.6,3.12928
2021-08-21 10:00:00,0.02,0.0,1366,17.4,70.8,68.0,59.5,209,75.1,2.548128
2021-08-21 11:00:00,0.02,0.0,1603,17.4,72.5,64.0,59.6,252,76.2,3.531616
2021-08-21 12:00:00,0.03,0.0,1755,15.3,74.3,53.0,56.0,252,77.9,2.68224
2021-08-21 13:00:00,0.03,0.0,1778,14.5,77.3,45.0,54.5,247,79.8,3.12928
2021-08-21 14:00:00,0.03,0.0,1679,14.8,79.4,43.0,55.1,275,81.8,3.263392
2021-08-21 15:00:00,0.02,0.0,1482,16.3,78.7,49.0,57.8,309,83.2,5.36448
2021-08-21 16:00:00,0.02,0.0,1173,15.7,78.4,47.0,56.6,309,83.9,5.453887999999999
2021-08-21 17:00:00,0.01,0.0,759,14.6,78.4,44.0,54.7,250,84.5,4.380992
2021-08-21 18:00:00,0.01,0.0,332,14.8,73.6,52.0,55.0,305,84.6,4.380992
2021-08-21 19:00:00,0.0,0.0,57,14.3,69.1,59.0,54.1,313,84.3,3.308096
2021-08-21 20:00:00,0.0,0.0,0,13.9,65.0,66.0,53.3,320,83.9,2.45872
2021-08-21 21:00:00,0.0,0.0,1,13.7,62.0,72.0,52.9,328,83.1,1.8328639999999998
2021-08-21 22:00:00,0.0,0.0,1,13.8,60.0,78.0,53.2,8,82.1,1.430528
2021-08-21 23:00:00,0.0,0.0,0,15.2,57.8,93.0,55.8,27,81.0,0.983488
2021-08-22 01:00:00,0.0,0.0,0,15.0,55.6,99.0,55.4,315,78.9,0.581152
2021-08-22 02:00:00,0.0,0.0,0,14.6,55.0,99.0,54.7,44,77.8,0.625856
2021-08-22 03:00:00,0.0,0.0,0,14.2,54.2,99.0,54.0,155,76.9,0.67056
2021-08-22 04:00:00,0.0,0.0,0,13.5,52.8,99.0,52.6,187,76.0,1.0728959999999998
2021-08-22 05:00:00,0.0,0.0,0,13.2,52.1,99.0,51.9,210,75.1,0.581152
2021-08-22 06:00:00,0.0,0.0,27,12.9,51.5,99.0,51.3,175,74.4,0.983488
2021-08-22 07:00:00,0.0,0.0,278,15.6,56.9,99.0,56.6,152,73.6,0.67056
2021-08-22 08:00:00,0.01,0.0,671,18.1,65.9,83.0,60.7,325,73.1,1.0728959999999998
2021-08-22 09:00:00,0.01,0.0,1073,18.3,68.8,76.0,60.9,337,73.1,1.207008
2021-08-22 10:00:00,0.02,0.0,1403,18.4,72.7,67.0,61.1,334,74.0,1.430528
2021-08-22 11:00:00,0.02,0.0,1645,18.9,76.2,61.0,61.9,352,75.6,1.966976
2021-08-22 12:00:00,0.03,0.0,1768,18.8,78.1,57.0,61.7,325,77.6,1.966976
2021-08-22 13:00:00,0.03,0.0,1797,16.2,80.6,45.0,57.5,346,79.8,3.3528
2021-08-22 14:00:00,0.03,0.0,1714,16.2,82.3,43.0,57.6,326,81.6,3.3975039999999996
2021-08-22 15:00:00,0.02,0.0,1517,16.1,83.3,41.0,57.4,311,83.2,3.7104320000000004
2021-08-22 16:00:00,0.02,0.0,1226,14.8,85.2,36.0,55.0,319,84.4,3.263392
2021-08-22 17:00:00,0.01,0.0,851,10.6,86.1,25.0,46.1,276,85.0,2.369312
2021-08-22 18:00:00,0.01,0.0,432,6.5,83.4,17.0,33.6,224,85.1,3.039872
2021-08-22 19:00:00,0.0,0.0,79,12.3,76.3,40.0,50.0,294,84.9,2.861056
2021-08-22 20:00:00,0.0,0.0,0,14.0,69.9,56.0,53.5,292,84.4,2.68224
2021-08-22 21:00:00,0.0,0.0,0,13.5,67.2,59.0,52.5,283,83.7,2.548128
2021-08-22 22:00:00,0.0,0.0,0,12.7,64.3,61.0,50.8,8,82.7,1.028192
2021-08-22 23:00:00,0.0,0.0,1,12.6,59.9,72.0,50.8,306,81.7,0.9387840000000001
2021-08-23 01:00:00,0.0,0.0,0,14.9,56.2,96.0,55.2,339,79.3,0.759968
2021-08-23 02:00:00,0.0,0.0,0,14.9,55.6,99.0,55.3,359,78.2,0.983488
2021-08-23 03:00:00,0.0,0.0,0,14.5,54.7,99.0,54.5,77,77.1,0.9387840000000001
2021-08-23 04:00:00,0.0,0.0,0,13.9,53.6,99.0,53.4,25,76.2,0.89408
2021-08-23 05:00:00,0.0,0.0,0,13.3,52.4,99.0,52.2,286,75.3,0.8493759999999999
2021-08-23 06:00:00,0.0,0.0,28,13.7,53.2,99.0,53.0,298,74.5,1.162304
2021-08-23 07:00:00,0.0,0.0,269,16.7,58.8,98.0,58.4,324,73.7,0.5364479999999999
2021-08-23 08:00:00,0.01,0.0,650,17.7,65.4,83.0,60.1,329,73.1,1.162304
2021-08-23 09:00:00,0.01,0.0,1049,16.9,68.2,72.0,58.7,47,73.1,1.34112
2021-08-23 10:00:00,0.02,0.0,1381,14.4,72.9,52.0,54.3,21,73.9,1.6987519999999998
2021-08-23 11:00:00,0.02,0.0,1616,15.6,76.4,50.0,56.5,0,75.4,2.324608
2021-08-23 12:00:00,0.03,0.0,1768,15.6,78.4,47.0,56.6,328,77.3,2.592832
2021-08-23 13:00:00,0.03,0.0,1792,15.8,80.3,45.0,56.8,329,79.3,3.3528
2021-08-23 14:00:00,0.03,0.0,1704,15.3,83.1,39.0,56.0,315,81.2,2.9504639999999998
2021-08-23 15:00:00,0.03,0.0,1479,15.4,84.2,38.0,56.1,315,82.9,3.79984
2021-08-23 16:00:00,0.02,0.0,1180,13.7,84.7,34.0,53.0,314,84.1,4.380992
2021-08-23 17:00:00,0.02,0.0,783,10.3,83.5,26.0,45.4,302,84.6,4.872736
2021-08-23 18:00:00,0.01,0.0,374,10.4,79.7,30.0,45.6,307,84.6,3.978656
2021-08-23 19:00:00,0.0,0.0,60,11.6,73.7,41.0,48.6,294,84.5,3.12928
2021-08-23 20:00:00,0.0,0.0,0,12.4,69.1,51.0,50.2,278,84.1,2.45872
2021-08-23 21:00:00,0.0,0.0,0,12.6,65.7,58.0,50.7,302,83.2,1.4752319999999999
2021-08-23 22:00:00,0.0,0.0,1,13.0,61.6,69.0,51.5,295,82.2,1.966976
2021-08-23 23:00:00,0.0,0.0,0,12.9,59.5,75.0,51.4,307,81.2,2.056384
2021-08-24 01:00:00,0.0,0.0,0,15.0,56.4,96.0,55.4,20,79.2,1.34112
2021-08-24 02:00:00,0.0,0.0,0,14.8,55.3,99.0,55.1,329,78.2,1.251712
2021-08-24 03:00:00,0.0,0.0,0,14.4,54.6,99.0,54.4,180,77.2,0.804672
2021-08-24 04:00:00,0.0,0.0,0,13.4,52.7,99.0,52.4,9,76.3,0.759968
2021-08-24 05:00:00,0.0,0.0,0,13.6,52.9,99.0,52.7,125,75.4,0.89408
2021-08-24 06:00:00,0.0,0.0,22,13.0,51.8,99.0,51.6,236,74.6,0.89408
2021-08-24 07:00:00,0.0,0.0,262,15.4,56.6,99.0,56.2,7,73.8,0.581152
2021-08-24 08:00:00,0.01,0.0,636,17.6,64.5,85.0,59.9,308,73.2,1.56464
2021-08-24 09:00:00,0.01,0.0,1035,16.5,68.9,68.0,58.0,306,73.1,1.34112
2021-08-24 10:00:00,0.02,0.0,1370,14.3,72.3,53.0,54.1,316,73.8,1.4752319999999999
2021-08-24 11:00:00,0.02,0.0,1612,14.7,75.4,49.0,54.8,291,75.3,2.056384
2021-08-24 12:00:00,0.03,0.0,1726,15.2,77.7,47.0,55.8,305,77.3,3.531616
2021-08-24 13:00:00,0.03,0.0,1749,15.3,80.0,44.0,55.9,332,79.3,3.621024
2021-08-24 14:00:00,0.03,0.0,1654,15.4,82.8,40.0,56.2,313,81.0,3.57632
2021-08-24 15:00:00,0.03,0.0,1457,15.2,83.0,39.0,55.8,304,82.6,4.604512000000001
2021-08-24 16:00:00,0.02,0.0,1154,14.0,84.0,35.0,53.6,309,83.7,4.4704
2021-08-24 17:00:00,0.02,0.0,765,13.1,84.1,33.0,51.7,308,84.2,4.112768
2021-08-24 18:00:00,0.01,0.0,357,13.3,81.1,37.0,52.1,273,84.4,4.336288
2021-08-24 19:00:00,0.0,0.0,58,12.8,74.5,44.0,51.1,290,84.3,4.515104
2021-08-24 20:00:00,0.0,0.0,0,11.4,70.5,45.0,47.9,280,84.0,4.336288
2021-08-24 21:00:00,0.0,0.0,0,11.3,67.7,49.0,47.7,282,83.4,2.771648
2021-08-24 22:00:00,0.0,0.0,0,11.5,63.7,57.0,48.3,312,82.5,2.01168
2021-08-24 23:00:00,0.0,0.0,0,12.3,62.0,65.0,50.1,296,81.5,2.592832
2021-08-25 01:00:00,0.0,0.0,0,13.1,58.1,79.0,51.7,28,79.4,1.162304
2021-08-25 02:00:00,0.0,0.0,0,15.1,56.2,98.0,55.6,38,78.5,1.162304
2021-08-25 03:00:00,0.0,0.0,0,14.6,54.9,99.0,54.6,56,77.5,0.983488
2021-08-25 04:00:00,0.0,0.0,0,14.3,54.3,99.0,54.1,82,76.6,1.028192
2021-08-25 05:00:00,0.0,0.0,0,14.4,54.5,99.0,54.3,107,75.7,0.9387840000000001
2021-08-25 06:00:00,0.0,0.0,25,13.5,52.8,99.0,52.6,273,74.8,0.9387840000000001
2021-08-25 07:00:00,0.0,0.0,260,16.4,58.9,97.0,57.9,304,74.1,0.67056
2021-08-25 08:00:00,0.01,0.0,663,17.5,65.8,81.0,59.6,335,73.5,0.983488
2021-08-25 09:00:00,0.01,0.0,1071,17.3,69.4,70.0,59.3,26,73.4,1.0728959999999998
2021-08-25 10:00:00,0.02,0.0,1399,14.9,72.7,54.0,55.2,18,74.2,1.8775680000000001
2021-08-25 11:00:00,0.02,0.0,1640,15.3,75.9,50.0,55.9,355,75.7,2.68224
2021-08-25 12:00:00,0.03,0.0,1768,15.3,77.7,47.0,56.0,335,77.5,3.3975039999999996
2021-08-25 13:00:00,0.03,0.0,1784,15.0,80.5,42.0,55.5,310,79.4,3.218688
2021-08-25 14:00:00,0.03,0.0,1687,14.3,83.5,37.0,54.1,309,81.3,3.7104320000000004
2021-08-25 15:00:00,0.03,0.0,1492,12.9,85.6,31.0,51.4,318,83.0,3.7551360000000003
2021-08-25 16:00:00,0.02,0.0,1194,11.9,86.0,28.0,49.2,317,84.1,4.02336
2021-08-25 17:00:00,0.02,0.0,815,10.4,85.4,25.0,45.5,318,84.6,3.933952
2021-08-25 18:00:00,0.01,0.0,395,12.2,82.2,33.0,49.9,320,84.6,2.995168
2021-08-25 19:00:00,0.0,0.0,75,13.3,75.5,44.0,52.1,318,84.4,2.548128
2021-08-25 20:00:00,0.0,0.0,0,13.3,69.2,54.0,52.1,294,84.0,1.56464
2021-08-25 21:00:00,0.0,0.0,0,10.1,67.3,44.0,44.7,169,83.1,1.78816
2021-08-25 22:00:00,0.0,0.0,0,8.5,65.5,40.0,40.3,165,81.9,1.609344
2021-08-25 23:00:00,0.0,0.0,1,10.3,58.9,61.0,45.4,346,80.7,1.162304
2021-08-26 01:00:00,0.0,0.0,0,13.9,56.4,89.0,53.3,272,78.3,0.983488
2021-08-26 02:00:00,0.0,0.0,0,14.6,55.1,98.0,54.6,310,77.2,0.9387840000000001
2021-08-26 03:00:00,0.0,0.0,0,12.9,53.5,93.0,51.4,159,76.2,1.0728959999999998
2021-08-26 04:00:00,0.0,0.0,0,12.9,52.1,97.0,51.3,174,75.3,1.162304
2021-08-26 05:00:00,0.0,0.0,0,12.7,51.2,98.0,50.8,225,74.5,1.028192
2021-08-26 06:00:00,0.0,0.0,29,12.9,51.5,99.0,51.3,227,73.7,1.0728959999999998
2021-08-26 07:00:00,0.0,0.0,278,15.5,58.4,92.0,56.3,246,72.9,0.9387840000000001
2021-08-26 08:00:00,0.01,0.0,676,17.3,66.9,77.0,59.4,322,72.4,2.101088
2021-08-26 09:00:00,0.01,0.0,1077,17.1,72.3,63.0,59.1,314,72.5,2.369312
2021-08-26 10:00:00,0.02,0.0,1416,15.0,77.1,47.0,55.4,303,73.3,2.7269439999999996
2021-08-26 11:00:00,0.03,0.0,1651,13.4,80.7,37.0,52.4,309,74.8,3.263392
2021-08-26 12:00:00,0.03,0.0,1761,12.9,83.9,33.0,51.3,311,76.6,2.90576
2021-08-26 13:00:00,0.03,0.0,1784,12.2,87.9,27.0,49.7,318,78.7,3.308096
2021-08-26 14:00:00,0.03,0.0,1695,12.1,90.6,25.0,49.6,317,80.8,3.57632
2021-08-26 15:00:00,0.03,0.0,1500,10.7,93.0,20.0,46.3,315,82.7,3.12928
2021-08-26 16:00:00,0.02,0.0,1209,9.2,94.2,17.0,42.3,312,84.3,3.12928
2021-08-26 17:00:00,0.02,0.0,813,10.3,93.9,19.0,45.4,307,85.0,2.8163519999999997
2021-08-26 18:00:00,0.01,0.0,384,10.1,90.8,21.0,44.9,299,85.1,3.263392
2021-08-26 19:00:00,0.01,0.0,64,10.9,85.2,26.0,46.9,284,85.0,2.68224
2021-08-26 20:00:00,0.0,0.0,0,11.8,79.0,35.0,49.0,277,84.6,2.101088
2021-08-26 21:00:00,0.0,0.0,0,11.2,74.7,38.0,47.6,201,83.9,1.56464
2021-08-26 22:00:00,0.0,0.0,0,11.0,71.7,41.0,46.9,197,82.9,1.78816
2021-08-26 23:00:00,0.0,0.0,0,9.9,68.8,41.0,44.2,175,81.9,1.743456
2021-08-27 01:00:00,0.0,0.0,0,11.9,65.0,56.0,49.2,260,79.9,1.207008
2021-08-27 02:00:00,0.0,0.0,1,12.3,62.7,63.0,50.1,349,79.0,0.89408
2021-08-27 03:00:00,0.0,0.0,1,11.7,60.2,66.0,48.7,137,78.1,1.207008
2021-08-27 04:00:00,0.0,0.0,0,11.2,59.2,65.0,47.5,171,77.2,1.519936
2021-08-27 05:00:00,0.0,0.0,0,12.5,57.5,77.0,50.4,230,76.4,1.0728959999999998
2021-08-27 06:00:00,0.0,0.0,28,15.6,57.3,97.0,56.5,255,75.7,1.34112
2021-08-27 07:00:00,0.0,0.0,268,16.3,62.8,83.0,57.7,275,75.0,1.385824
2021-08-27 08:00:00,0.01,0.0,642,14.4,74.1,50.0,54.2,293,74.4,1.8775680000000001
2021-08-27 09:00:00,0.02,0.0,999,12.2,81.6,33.0,49.9,312,74.5,3.3528
2021-08-27 10:00:00,0.02,0.0,1274,11.6,84.8,28.0,48.5,319,75.3,4.24688
2021-08-27 11:00:00,0.03,0.0,1527,11.7,87.7,26.0,48.8,330,76.3,4.157472
2021-08-27 12:00:00,0.03,0.0,1611,12.3,91.0,25.0,50.1,329,77.7,3.084576
2021-08-27 13:00:00,0.03,0.0,1632,12.0,94.2,22.0,49.4,317,79.5,2.771648
2021-08-27 14:00:00,0.03,0.0,1532,12.1,95.7,21.0,49.6,318,81.6,2.68224
2021-08-27 15:00:00,0.02,0.0,1337,12.1,97.3,20.0,49.6,324,83.6,2.369312
2021-08-27 16:00:00,0.02,0.0,1085,11.8,98.4,19.0,48.9,353,85.2,2.68224
2021-08-27 17:00:00,0.01,0.0,704,11.9,97.5,20.0,49.2,11,86.0,2.548128
2021-08-27 18:00:00,0.01,0.0,310,12.1,94.6,22.0,49.5,8,86.3,1.966976
2021-08-27 19:00:00,0.0,0.0,46,13.4,87.5,30.0,52.3,163,86.2,1.251712
2021-08-27 20:00:00,0.0,0.0,0,13.9,78.8,41.0,53.3,298,85.8,0.89408
2021-08-27 21:00:00,0.0,0.0,0,13.6,74.8,46.0,52.7,287,85.0,1.0728959999999998
2021-08-27 22:00:00,0.0,0.0,0,12.4,74.1,43.0,50.2,206,84.0,1.654048
2021-08-27 23:00:00,0.0,0.0,0,11.2,72.9,40.0,47.5,217,82.9,1.6987519999999998
2021-08-28 01:00:00,0.0,0.0,0,10.6,68.2,45.0,46.0,87,80.9,1.296416
2021-08-28 02:00:00,0.0,0.0,0,11.9,65.3,56.0,49.1,125,80.0,1.251712
2021-08-28 03:00:00,0.0,0.0,0,10.8,62.9,55.0,46.5,177,79.2,1.296416
2021-08-28 04:00:00,0.0,0.0,1,12.0,61.4,64.0,49.3,259,78.4,0.983488
2021-08-28 05:00:00,0.0,0.0,0,11.8,60.6,65.0,49.0,259,77.5,1.251712
2021-08-28 06:00:00,0.0,0.0,20,11.3,60.5,63.0,47.8,207,76.8,1.296416
2021-08-28 07:00:00,0.0,0.0,230,11.7,64.9,56.0,48.7,241,76.0,1.028192
2021-08-28 08:00:00,0.01,0.0,595,13.1,75.6,43.0,51.7,322,75.5,0.9387840000000001
2021-08-28 09:00:00,0.01,0.0,988,12.5,83.9,32.0,50.5,314,75.4,1.1176
2021-08-28 10:00:00,0.02,0.0,1322,12.4,87.9,27.0,50.2,309,76.1,1.654048
2021-08-28 11:00:00,0.03,0.0,1562,12.5,90.9,25.0,50.4,319,77.6,2.9504639999999998
2021-08-28 12:00:00,0.03,0.0,1693,12.3,94.2,22.0,50.1,325,79.5,2.548128
2021-08-28 13:00:00,0.03,0.0,1720,12.3,96.5,21.0,50.1,333,81.6,2.45872
2021-08-28 14:00:00,0.03,0.0,1621,12.6,99.5,20.0,50.7,319,83.9,2.324608
2021-08-28 15:00:00,0.03,0.0,1394,13.0,100.6,19.0,51.4,312,85.9,2.503424
2021-08-28 16:00:00,0.02,0.0,1069,13.2,101.2,19.0,51.9,321,87.6,2.414016
2021-08-28 17:00:00,0.01,0.0,668,13.9,98.9,22.0,53.3,18,88.3,2.45872
2021-08-28 18:00:00,0.01,0.0,292,14.4,94.5,26.0,54.2,35,88.4,2.2352
2021-08-28 19:00:00,0.0,0.0,34,15.0,89.3,32.0,55.4,350,88.3,0.804672
2021-08-28 20:00:00,0.0,0.0,0,13.8,80.5,39.0,53.2,311,87.7,1.8328639999999998
2021-08-28 21:00:00,0.0,0.0,0,13.1,76.5,42.0,51.7,281,86.8,1.6987519999999998
2021-08-28 22:00:00,0.0,0.0,0,12.5,75.4,41.0,50.4,268,85.7,1.654048
2021-08-28 23:00:00,0.0,0.0,0,11.6,73.8,41.0,48.4,114,84.6,0.9387840000000001
2021-08-29 01:00:00,0.0,0.0,0,11.9,65.0,56.0,49.2,286,82.4,1.0728959999999998
2021-08-29 02:00:00,0.0,0.0,0,12.4,66.2,56.0,50.2,252,81.3,1.654048
2021-08-29 03:00:00,0.0,0.0,0,12.9,66.8,57.0,51.3,244,80.2,1.251712
2021-08-29 04:00:00,0.0,0.0,1,12.4,61.1,67.0,50.2,292,79.3,1.0728959999999998
2021-08-29 05:00:00,0.0,0.0,0,16.0,60.7,88.0,57.2,279,78.5,1.385824
2021-08-29 06:00:00,0.0,0.0,18,16.8,59.8,95.0,58.5,97,77.7,0.89408
2021-08-29 07:00:00,0.0,0.0,234,15.2,62.4,79.0,55.8,183,76.9,1.162304
2021-08-29 08:00:00,0.01,0.0,622,16.3,72.6,60.0,57.8,309,76.3,1.430528
2021-08-29 09:00:00,0.01,0.0,1014,15.7,79.7,45.0,56.7,305,76.2,1.8775680000000001
2021-08-29 10:00:00,0.02,0.0,1344,15.7,85.8,37.0,56.8,303,76.9,2.1457919999999997
2021-08-29 11:00:00,0.03,0.0,1579,15.0,90.6,31.0,55.5,304,78.3,2.771648
2021-08-29 12:00:00,0.03,0.0,1718,14.0,94.0,26.0,53.6,312,80.2,3.084576
2021-08-29 13:00:00,0.03,0.0,1745,12.6,97.4,21.0,50.8,315,82.3,2.90576
2021-08-29 14:00:00,0.03,0.0,1641,12.0,100.0,18.0,49.3,312,84.4,3.263392
2021-08-29 15:00:00,0.03,0.0,1413,11.6,101.2,17.0,48.4,310,86.2,3.7104320000000004
2021-08-29 16:00:00,0.02,0.0,1104,11.4,100.9,17.0,48.1,299,87.7,4.068064
2021-08-29 17:00:00,0.02,0.0,725,12.3,99.0,19.0,49.9,297,88.3,4.068064
2021-08-29 18:00:00,0.01,0.0,323,12.7,95.8,22.0,51.0,293,88.4,3.442208
2021-08-29 19:00:00,0.0,0.0,40,13.4,87.1,30.0,52.3,309,88.3,2.324608
2021-08-29 20:00:00,0.0,0.0,0,12.7,82.1,34.0,51.0,280,87.8,2.771648
2021-08-29 21:00:00,0.0,0.0,0,10.2,82.9,27.0,45.1,227,87.0,2.414016
2021-08-29 22:00:00,0.0,0.0,0,12.1,74.8,41.0,49.7,42,86.0,1.251712
2021-08-29 23:00:00,0.0,0.0,0,14.2,69.3,58.0,53.9,36,85.0,1.1176
2021-08-30 01:00:00,0.0,0.0,0,14.7,64.1,72.0,54.8,3,82.8,1.028192
2021-08-30 02:00:00,0.0,0.0,0,15.1,63.2,76.0,55.6,17,81.8,0.9387840000000001
2021-08-30 03:00:00,0.0,0.0,1,17.9,61.5,96.0,60.4,313,80.7,1.609344
2021-08-30 04:00:00,0.0,0.0,1,17.8,60.7,98.0,60.2,342,79.8,1.162304
2021-08-30 05:00:00,0.0,0.0,1,17.3,59.6,99.0,59.4,322,78.9,1.385824
2021-08-30 06:00:00,0.0,0.0,17,16.5,58.2,99.0,58.0,322,78.1,1.162304
2021-08-30 07:00:00,0.0,0.0,230,18.8,61.9,99.0,61.7,307,77.3,1.251712
2021-08-30 08:00:00,0.01,0.0,632,20.6,69.6,83.0,64.3,316,76.7,1.966976
2021-08-30 09:00:00,0.01,0.0,1056,19.3,76.5,62.0,62.5,346,76.6,1.4752319999999999
2021-08-30 10:00:00,0.02,0.0,1385,19.3,80.1,55.0,62.4,350,77.2,1.8328639999999998
2021-08-30 11:00:00,0.02,0.0,1625,16.1,83.9,41.0,57.4,351,78.6,1.8775680000000001
2021-08-30 12:00:00,0.03,0.0,1755,17.1,87.8,38.0,59.1,334,80.6,2.2799039999999997
2021-08-30 13:00:00,0.03,0.0,1774,16.2,92.0,32.0,57.6,354,82.9,2.503424
2021-08-30 14:00:00,0.03,0.0,1679,14.3,95.6,25.0,54.1,359,85.1,2.503424
2021-08-30 15:00:00,0.03,0.0,1469,15.2,97.4,25.0,55.8,350,87.2,2.6375360000000003
2021-08-30 16:00:00,0.02,0.0,1157,16.0,97.8,26.0,57.2,321,88.7,2.771648
2021-08-30 17:00:00,0.01,0.0,765,14.2,99.3,22.0,54.0,335,89.3,1.8775680000000001
2021-08-30 18:00:00,0.01,0.0,362,15.2,93.5,28.0,55.8,332,89.2,2.2352
2021-08-30 19:00:00,0.0,0.0,56,14.4,84.3,36.0,54.4,292,89.0,1.34112
2021-08-30 20:00:00,0.0,0.0,0,14.8,75.2,50.0,55.1,321,88.3,1.162304
2021-08-30 21:00:00,0.0,0.0,0,13.7,71.2,53.0,53.0,59,87.2,0.983488
2021-08-30 22:00:00,0.0,0.0,0,12.5,67.4,55.0,50.6,325,85.9,1.654048
2021-08-30 23:00:00,0.0,0.0,0,12.5,63.3,63.0,50.4,313,84.5,1.34112
